agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,sub_type
UNWOMEN,UNWOMEN,2022,3730273,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,3086587,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,7437146,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,-3921903,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,51702389,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,9149430,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,211859,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,-1850000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,16500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,2000000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,31713999,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,15743664,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,20000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,18727241,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,1148633,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,2232143,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,1000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,19821,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,2000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,2017,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,41334,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,250752,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,15000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,85288,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,19722814,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,4836,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,2991027,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,20683,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,1034,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,7500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,30864,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,799574,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,5007,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,-800108,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,4783221,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,4682,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,16169,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,11109935,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,22779,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,16916057,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,4724327,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,15991,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,99566,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,4070107,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,70000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,4500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,27187,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,7000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,10237828,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,1100,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,2361480,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,-3298660,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,51336222,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,20000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,10000000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,7000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,3500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,82076,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,243908,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,1130566,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,84061,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,279543,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,1240000,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,557503,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,420000,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,231538,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,-74961,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,1500000,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,45877,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,53491,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,30381,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,105610,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,400000,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,2862,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,-43817,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,54769,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,-70831,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,130750,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2022,135113,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,32845,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,144360,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,56962,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,406,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,549890,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,43925,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,27604,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,31174,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,44732,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,1554,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,64800,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,25645,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,148829,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,121920,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2022,2827178,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,50201,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,2367000,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,601685,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,1397749,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,2135816,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,1536885,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,526870,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,31983,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,119566,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,1500000,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,5000,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,9119423,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNWOMEN,UNWOMEN,2022,877111,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNWOMEN,UNWOMEN,2022,75000,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,150941,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
UNWOMEN,UNWOMEN,2022,14036000,Other revenue - specific to the UN entity,Revenue from other activities,R04A
UNWOMEN,UNWOMEN,2022,75967414,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNWOMEN,UNWOMEN,2022,9391686,Assessed contributions,Assessed contributions,R01
UNWOMEN,UNWOMEN,2022,29084,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,305862,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,40312,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,522554,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,3529,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,164542,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,47506,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,10421,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,25752,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,751168,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,136105,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,13611,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,8636,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,58258,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2022,7577,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,51821,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,6397,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,8636,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,28416,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,54,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,12136,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,51619,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,24263,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,31532,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,37060,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,13105,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2022,43000,Other revenue - external to UN,Revenue from other activities,R04C
UNWOMEN,UNWOMEN,2022,37785063,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,9234404,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,448621,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,64375,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,4269638,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,1188118,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,706354,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,495050,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,22439565,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,989030,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,7000000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,156036,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,100000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,60000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,73964,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,7900616,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,109208,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,15607,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,187978,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,52650,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,-460,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,133000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,241034,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,7482332,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,4605446,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,292917,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,55580,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,421982,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,395900,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,800000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,-50000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,50000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,4520,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,5450000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,150000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,223803,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,49998,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,800000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,150000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,400835,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,1036934,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,70000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,450000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,10000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,329615,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,19076,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,571940,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,475060,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,352908,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,247745,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,19331,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,12659,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,94022,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,305739,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,1551297,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,445545,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,142380,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,800000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,-16292,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,150000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,508310,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,174098,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,268208,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,516943,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,1634860,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,-1485,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2022,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2023,10473712,Assessed contributions,Assessed contributions,R01
UNWOMEN,UNWOMEN,2023,107216351,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,UNWOMEN,2023,1414867,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,UNWOMEN,2023,94700003,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNWOMEN,UNWOMEN,2023,12166292,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,UNWOMEN,2023,365860793,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,UNWOMEN,2023,23609128,Revenue from other activities,Revenue from other activities,R04A
UNWOMEN,UNWOMEN,2023,3475636,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,UNWOMEN,2023,139507,Other revenue - external to UN,Revenue from other activities,R04C
UNWTO,UNWTO,2023,15830771.37,Assessed contributions,Assessed contributions,R01
UNWTO,UNWTO,2023,6459955.6,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWTO,UNWTO,2023,718544.95,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWTO,UNWTO,2023,3941244.17,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNWTO,UNWTO,2023,4253486.13,Revenue from other activities,Revenue from other activities,R04A
UNWTO,UNWTO,2023,535487.24,Other revenue - external to UN,Revenue from other activities,R04C
UNWTO,UNWTO,2023,18546.06,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UPU,UPU,2011,38366698.41,Assessed contributions,Assessed contributions,R01
UPU,UPU,2012,38463101,Assessed contributions,Assessed contributions,R01
UPU,UPU,2013,39503816,Assessed contributions,Assessed contributions,R01
UPU,UPU,2014,36056734.49,Assessed contributions,Assessed contributions,R01
UPU,UPU,2015,35911241.17,Assessed contributions,Assessed contributions,R01
