agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,sub_type
PAHO,PAHO,2022,49330,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,20982336,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,242042,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,246066,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,1020238,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,2235543,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,504077,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,39355,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,147745393,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,10821439,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,255382,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,838595,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,918578,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,18340626,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,51913567,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,170139,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,78620907,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,1723423,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,23377088,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,3570835,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,1449078,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,76781663,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,146836,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,72613003,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,20655777,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,52631,Other revenue - external to UN,Revenue from other activities,R04C
PAHO,PAHO,2022,1516091,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,900000,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,2187,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,3231095,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,58586094,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,23199,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,500336,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,514259,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,1383414,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,2,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,1558330,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,860145,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,78432,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,813184,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,632400,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,4796344,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2022,-22550025,Other revenue - specific to the UN entity,Revenue from other activities,R04A
PAHO,PAHO,2022,795317,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
PAHO,PAHO,2022,1964034,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
PAHO,PAHO,2022,2414962,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
PAHO,PAHO,2022,3820,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,95740,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,683219,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,8649,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,25768,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,16597616,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,250925,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,5000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,61621,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,902983,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,20056,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,107851,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,133678,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,343078,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,55305,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,95687,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,1301494,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,18080,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,4965,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,204450,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,124376,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,2191168,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,65099,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,1762,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,452942,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,104394,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,1600932,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,141425,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,33805,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,1039,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,247189,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,121406,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,429110,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,7371,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,20009,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,27646,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,89554,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,1719180,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,66975,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,116158,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,202423,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,40350,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,719789,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,304448,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,18358,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,9914,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,10622,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2022,42201,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2023,105275000,Assessed contributions,Assessed contributions,R01
PAHO,PAHO,2023,2988000,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
PAHO,PAHO,2023,5159000,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
PAHO,PAHO,2023,101901000,Local resources,Voluntary non-core (earmarked) contributions,R03D
PAHO,PAHO,2023,124414000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
PAHO,PAHO,2023,61281000,Revenue from other activities,Revenue from other activities,R04A
PAHO,PAHO,2023,745504000,Other revenue - external to UN,Revenue from other activities,R04C
UN,UN,2011,2414656987,Assessed contributions,Assessed contributions,R01
UN,UN,2012,2412019632,Assessed contributions,Assessed contributions,R01
UN,UN,2013,2606141142,Assessed contributions,Assessed contributions,R01
UN,UN,2014,2611733160,Assessed contributions,Assessed contributions,R01
UN,UN,2015,2771359326,Assessed contributions,Assessed contributions,R01
UN,UN,2016,2548597758,Assessed contributions,Assessed contributions,R01
UN,UN,2011,1422298000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2011,90137000,Revenue from other activities,Revenue from other activities,R04
UN,UN,2012,165142929,Revenue from other activities,Revenue from other activities,R04
UN,UN,2013,79417878.9,Revenue from other activities,Revenue from other activities,R04
UN,UN,2014,105841785.7,Revenue from other activities,Revenue from other activities,R04
UN,UN,2015,682560364,Revenue from other activities,Revenue from other activities,R04
UN,UN,2016,535372286.6,Revenue from other activities,Revenue from other activities,R04
UN,UN,2014,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02
UN,UN,2012,1387715057,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2016,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02
UN,UN,2013,1439693424,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2014,2320567967,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2015,2093877976,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2016,2062958967,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2019,732562886.4,Revenue from other activities,Revenue from other activities,R04
UN,UN,2019,3064701370,Assessed contributions,Assessed contributions,R01
UN,UN,2019,-141409800,Assessed contributions,Assessed contributions,R01
UN,UN,2019,86960500,Assessed contributions,Assessed contributions,R01
UN,UN,2017,2578222622,Assessed contributions,Assessed contributions,R01
UN,UN,2017,623014141.5,Revenue from other activities,Revenue from other activities,R04
UN,UN,2012,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02
UN,UN,2017,1903909,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02
UN,UN,2017,2279527317,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03
UN,UN,2019,22919339.84,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,17641615.6,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,79600582.17,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,4060217.4,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,187510000,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,39179043.47,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,3444283.82,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,333845467.8,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,13769419.74,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,17902928.13,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,34680365.29,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,1928783.65,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,3715637.27,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,27550354.77,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,8708187.6,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,14580803.44,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,27590043.06,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,15929137.48,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,2383943.32,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,16942.95,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,2967394.62,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,14131990.7,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,34667965.49,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,40411708.61,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2019,1370485,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,568181.82,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,8668917.02,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2019,90792065.33,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,16670306.41,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,23618917.4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,2519403.87,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,24253677.73,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,67481758.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,25620566.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,14285676.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2019,90817928.08,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN,UN,2018,108364956.8,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2018,69133177.3,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN,UN,2018,475401,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UN,UN,2018,282089782.8,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2018,2487339605,Assessed contributions,Assessed contributions,R01
UN,UN,2018,639385319.2,Revenue from other activities,Revenue from other activities,R04
UN,UN,2021,2934194855,Assessed Contributions,Assessed Contributions,R01
UN,UN,2021,69383603.82,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2021,103912436.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2021,56223848,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN,UN,2021,170436697.1,Other revenue - other UN entities,Revenue from other activities,R04B
UN,UN,2021,382175782.3,Other revenue - specific to the UN entity,Revenue from other activities,R04A
UN,UN,2021,130539236,Other revenue - external to UN,Revenue from other activities,R04C
UN,UN,2020,834500524.3,Other revenue - specific to the UN entity,Revenue from other activities,R04A
UN,UN,2020,-73301311.08,Assessed contributions,Assessed contributions,R01
UN,UN,2020,3026345040,Assessed contributions,Assessed contributions,R01
UN,UN,2020,456313.55,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,-3328946.41,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,4060905.18,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,24077951.79,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,13916008.01,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,39446519.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,5831468.07,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,4556382.42,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,4005940.05,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,65536971.97,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN,UN,2020,3289270.66,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,13702902,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,5933172.95,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,6900793.49,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,1952818.85,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,60195,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UN,UN,2020,2221808.21,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,367774.47,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,3961502.19,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,40771594.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,396810.22,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,8908920.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2020,0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN,UN,2020,6346681.53,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,7742,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-21683,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,358166,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,10,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,4398,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,15860066,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,231007,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1487,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,10,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-20,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,20,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,47,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,136,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,93,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,30,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,68,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,3809,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1499584,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,191,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,106443,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,242248,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-454,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1000000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,215474,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,3780000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,3086373,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-108,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,71,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,180386,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,39880,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,9484135,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,513566,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,49,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,11323,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,403636,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-134,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,324206,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,455859,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,202,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,10,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-1589,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,2169433,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1468,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,21008,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,81,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,21,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,712,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,35541,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1009531,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,77,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,20,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-237,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,15198,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1367,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,10,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,234,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,69,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,8413,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,50,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,167,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1652,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-693,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,2264,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,4259,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,181214,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,50,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,73,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-1733,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,125,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1071,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,171,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,51,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,248,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,34,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-160,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,13,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,2736305,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,31937,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,3581,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,14000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,10,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,-556,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,10,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,7917,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1020000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,385,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,13,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,233,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,1455,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,UN,2022,2780,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
