calendar_year,entity_code,type_of_financial_information,amount,sdg_goal,sdg_target,sdg_indicator
2018,IFAD,EXP,193082000.0,2,,
2018,UNOPS,EXP,31642783.59,17,,
2018,UNOPS,EXP,12523369.25,2,,
2018,UNOPS,EXP,3682234.4,15,,
2018,UNOPS,EXP,53566.3,14,,
2018,UNOPS,EXP,331924419.2,16,,
2018,UNOPS,EXP,220697644.3,3,,
2018,UNOPS,EXP,17572546.55,4,,
2018,UNOPS,EXP,22584255.69,6,,
2018,UNOPS,EXP,17368907.4,7,,
2018,UNOPS,EXP,111479434.2,9,,
2018,UNOPS,EXP,117772061.4,11,,
2018,UNOPS,EXP,2688396.77,12,,
2018,UNOPS,EXP,33676731.34,13,,
2018,UNWOMEN,EXP,266426712.0,5,,
2018,UNWOMEN,EXP,16474195.59,8,,
2018,UNWOMEN,EXP,8753169.65,11,,
2018,UNWOMEN,EXP,5504370.69,3,,
2018,UNWOMEN,EXP,8707393.34,1,,
2018,UNWOMEN,EXP,4783426.75,4,,
2018,UNWOMEN,EXP,3572399.24,17,,
2018,UNWOMEN,EXP,6834522.14,13,,
2018,UNWOMEN,EXP,59203810.62,16,,
2018,UNRISD,EXP,137085.0,1,,
2018,UNRISD,EXP,77451.0,2,,
2018,UNRISD,EXP,132905.0,3,,
2018,UNRISD,EXP,67922.0,4,,
2018,UNRISD,EXP,133763.0,5,,
2018,UNRISD,EXP,21967.0,14,,
2018,UNRISD,EXP,55833.0,15,,
2018,UNRISD,EXP,197231.0,16,,
2018,UNRISD,EXP,197231.0,17,,
2018,UNRISD,EXP,113658.0,7,,
2018,UNRISD,EXP,157992.0,11,,
2018,UNRISD,EXP,163365.0,12,,
2018,UNRISD,EXP,103301.0,13,,
2018,UNRISD,EXP,55833.0,6,,
2018,UNRISD,EXP,197231.0,8,,
2018,UNRISD,EXP,197231.0,9,,
2018,UNRISD,EXP,197231.0,10,,
2018,WFP,BUD,2953203770.0,2,,
2018,WFP,BUD,2568146479.0,2,2.1,
2018,WFP,BUD,194636296.6,2,2.2,
2018,WFP,BUD,97311448.56,2,2.3,
2018,WFP,BUD,64438925.64,2,2.4,
2018,WFP,BUD,212554591.0,17,,
2018,WFP,BUD,184515.85,17,17.14,
2018,WFP,BUD,670145440.4,17,17.16,
2018,WFP,BUD,488971.99,17,17.3,
2018,WFP,BUD,27943959.28,17,17.9,
2018,UNFCCC,EXP,91157673.0,13,,
2018,WTO,EXP,263483282.7,17,17.1,
2018,ILO,BUG,62077456.0,1,,
2018,ILO,BUG,6442070.0,2,,
2018,ILO,BUG,15046417.0,3,,
2018,ILO,BUG,22090718.0,4,,
2018,ILO,BUG,37602880.0,5,,
2018,ILO,BUG,5973.0,6,,
2018,ILO,BUG,260848.0,7,,
2018,ILO,BUG,402790561.0,8,,
2018,ILO,BUG,4816053.0,9,,
2018,ILO,BUG,29414337.0,10,,
2018,ILO,BUG,47215.0,14,,
2018,ILO,BUG,28577636.0,16,,
2018,ILO,BUG,10838960.0,17,,
2018,ILO,BUG,318737.0,11,,
2018,ILO,BUG,47215.0,15,,
2018,ILO,BUG,1317342.0,12,,
2018,ILO,BUG,3131658.0,13,,
2018,CTBTO,EXP,127564070.0,16,,
2018,IARC,EXP,46483337.9,3,3.4,
2018,UNITAID,EXP,216329000.0,3,3.3,
2019,UNITAID,EXP,242026000.0,3,3.3,
2019,OPCW,EXP,86323021.21,9,9.5,9.5.1
2019,UNFCCC,EXP,91656612.0,13,,
2019,UNWOMEN,EXP,8202844.39,13,,
2019,UNWOMEN,EXP,64241464.86,16,,
2019,UNWOMEN,EXP,9520685.31,1,,
2019,UNWOMEN,EXP,6021176.69,3,,
2019,UNWOMEN,EXP,6747753.29,4,,
2019,UNWOMEN,EXP,295798863.6,5,,
2019,UNWOMEN,EXP,18101772.65,8,,
2019,UNWOMEN,EXP,8402860.94,11,,
2019,UNWOMEN,EXP,3852578.14,17,,
2019,ILO,BUG,16999768.05,17,,
2019,ILO,BUG,49822539.48,1,,
2019,ILO,BUG,66414.9,11,,
2019,ILO,BUG,3581084.55,2,,
2019,ILO,BUG,23611515.16,3,,
2019,ILO,BUG,27148654.88,4,,
2019,ILO,BUG,38689419.07,5,,
2019,ILO,BUG,54561.8,6,,
2019,ILO,BUG,458505742.7,8,,
2019,ILO,BUG,3249738.88,9,,
2019,ILO,BUG,42977108.99,10,,
2019,ILO,BUG,34643875.63,16,,
2019,ILO,BUG,1075130.38,12,,
2019,ILO,BUG,4436190.54,13,,
2019,WFP,BUD,1066569840.0,17,,
2019,WFP,BUD,316651264.1,2,,
2019,WFP,BUD,5532806406.0,2,,
2019,WFP,BUD,448165013.0,2,,
2019,WFP,BUD,147893776.0,2,,
2019,WFP,BUD,181274039.9,2,,
2019,WFP,BUD,11918820.4,17,,
2019,WFP,BUD,362005.53,17,,
2019,WFP,BUD,64137459.43,17,,
2019,WFP,BUD,1068504.26,17,,
2019,UNOPS,EXP,373270785.0,16,,
2019,UNOPS,EXP,105688362.0,17,,
2019,UNOPS,EXP,14894679.0,4,,
2019,UNOPS,EXP,26730888.0,2,,
2019,UNOPS,EXP,194029432.0,3,,
2019,UNOPS,EXP,6269172.0,8,,
2019,UNOPS,EXP,127625558.0,9,,
2019,UNOPS,EXP,105949674.0,10,17.16,
2019,UNOPS,EXP,138472736.0,11,,
2019,UNOPS,EXP,35344802.0,13,2.1,
2019,UNOPS,EXP,1942715.0,14,2.2,
2019,UNOPS,EXP,885723.0,5,2.3,
2019,UNOPS,EXP,33836568.0,6,2.4,
2019,UNOPS,EXP,25113217.0,7,,
2019,UNOPS,EXP,205595.0,15,17.3,
2019,CTBTO,EXP,117462825.0,16,17.9,
2019,UNHCR,BUD,452628551.0,17,17.14,
2019,UNHCR,BUD,179470998.0,4,,
2019,UNHCR,BUD,119360921.0,8,,
2019,UNHCR,BUD,386045992.0,16,,
2019,UNHCR,BUD,763569552.0,1,,
2019,UNHCR,BUD,292004510.0,3,,
2019,UNHCR,BUD,102614528.0,5,,
2019,UNHCR,BUD,384380495.0,11,,
2019,UNHCR,BUD,114286510.0,6,,
2019,UNHCR,BUD,146690972.0,10,,
2019,UNFPA,EXP,244278997.9,3,,
2019,UNFPA,EXP,18120842.8,10,,
2019,UNFPA,EXP,16440509.28,11,,
2019,UNFPA,EXP,22356374.35,16,,
2019,UNFPA,EXP,26834571.69,17,,
2019,UNFPA,EXP,24795535.17,3,,
2019,UNFPA,EXP,344220027.9,3,,
2019,UNFPA,EXP,92556681.86,3,,
2019,UNFPA,EXP,26663702.53,3,,
2019,UNFPA,EXP,10741176.95,3,,
2019,UNFPA,EXP,165967894.7,5,,
2019,UNFPA,EXP,22059471.68,5,,
2019,UNFPA,EXP,18544535.52,5,,
2019,UNFPA,EXP,6747992.33,10,,
2019,UNFPA,EXP,89873932.88,17,,
2019,IFAD,EXP,185838000.0,2,,
2019,WHO,EXP,20825096.0,10,10.3,
2019,WHO,EXP,71151762.0,17,11.a,
2019,WHO,EXP,13128336.0,2,16.7,
2019,WHO,EXP,2934.0,2,17.18,
2019,WHO,EXP,20511839.0,2,3.3,
2019,WHO,EXP,12833884.0,3,3.7,
2019,WHO,EXP,9278514.0,3,3.8,
2019,WHO,EXP,67341802.0,3,3.c,
2019,WHO,EXP,66035317.0,3,3.d,
2019,WHO,EXP,49130773.0,3,5.2,
2019,WHO,EXP,48882176.0,3,5.3,
2019,WHO,EXP,6382083.0,3,5.6,
2019,WHO,EXP,92413792.0,3,10.2,
2019,WHO,EXP,520428.0,3,17.19,
2019,WHO,EXP,6213698.0,3,,
2019,WHO,EXP,159.0,3,,
2019,WHO,EXP,89787128.0,3,,
2019,WHO,EXP,89312616.0,3,10.2,
2019,WHO,EXP,3219834.0,3,17.16,
2019,WHO,EXP,2805001.0,3,2.2,
2019,WHO,EXP,19617.0,3,2.2,
2019,WHO,EXP,50157898.0,3,2.1,
2019,WHO,EXP,5790019.0,3,3.2,
2019,WHO,EXP,1962792.0,3,3.2,
2019,WHO,EXP,229975242.0,3,3.3,
2019,WHO,EXP,24153874.0,3,3.3,
2019,WHO,EXP,17236.0,3,3.3,
2019,WHO,EXP,-59989.0,3,3.3,
2019,WHO,EXP,-50807.0,3,3.8,
2019,WHO,EXP,27434603.0,3,3.8,
2019,WHO,EXP,2072164.0,3,3.8,
2019,WHO,EXP,25951.0,3,3.8,
2019,WHO,EXP,687618.0,3,3.8,
2019,WHO,EXP,15788541.0,3,3.8,
2019,WHO,EXP,76828501.0,3,3.8,
2019,WHO,EXP,27325618.0,3,3.8,
2019,WHO,EXP,-195020.0,3,3.8,
2019,WHO,EXP,-12136.0,3,3.9,
2019,WHO,EXP,272171.0,3,3.9,
2019,WHO,EXP,88285340.0,3,3.8,
2019,WHO,EXP,25485478.0,3,3.8,
2019,WHO,EXP,947591.0,3,3.b,
2019,WHO,EXP,541998.0,3,3.b,
2019,WHO,EXP,47249772.0,3,3.d,
2019,WHO,EXP,8552927.0,3,3.d,
2019,WHO,EXP,97798706.0,3,3.d,
2019,WHO,EXP,-245027.0,3,3.d,
2019,WHO,EXP,19962368.0,3,3.d,
2019,WHO,EXP,40621755.0,3,3.d,
2019,WHO,EXP,76772281.0,3,3.d,
2019,WHO,EXP,26953745.0,3,3.3,
2019,WHO,EXP,68346117.0,3,3.3,
2019,WHO,EXP,40955232.0,3,3.3,
2019,WHO,EXP,337872004.0,3,3.3,
2019,WHO,EXP,64039.0,3,3.3,
2019,WHO,EXP,103221579.0,3,3.3,
2019,WHO,EXP,177032903.0,3,3.4,
2019,WHO,EXP,10184214.0,3,3.4,
2019,WHO,EXP,613089699.0,3,3.d,
2019,WHO,EXP,172137216.0,3,3.4,
2019,WTO,EXP,261310806.9,17,3.7,
2019,UNIDO,EXP,30374135.65,7,3.8,
2019,UNIDO,EXP,2035412.06,8,3.8,
2019,UNIDO,EXP,23398099.69,1,3.d,
2019,UNIDO,EXP,16861986.33,2,3.d,
2019,UNIDO,EXP,6393675.73,3,3.d,
2019,UNIDO,EXP,700105.71,4,3.d,
2019,UNIDO,EXP,13521117.27,5,3.d,
2019,UNIDO,EXP,85423.85,6,3.d,
2019,UNIDO,EXP,115144875.4,9,3.d,
2019,UNIDO,EXP,299102.73,10,3.d,
2019,UNIDO,EXP,401743.22,14,3.3,
2019,UNIDO,EXP,1142041.37,16,3.d,
2019,UNIDO,EXP,10047814.65,17,3.d,
2019,UNIDO,EXP,401743.11,15,3.a,
2019,UNIDO,EXP,5059834.23,11,3.3,
2019,UNIDO,EXP,13061276.36,12,3.d,
2019,UNIDO,EXP,52924650.36,13,17.1,
2019,UNICEF,EXP,1242919381.0,3,,
2019,UNICEF,EXP,839266.44,13,,
2019,UNICEF,EXP,25602085.69,10,,
2019,UNICEF,EXP,996569065.3,17,,
2019,UNICEF,EXP,324055142.4,1,,
2019,UNICEF,EXP,5023745.73,5,,
2019,UNICEF,EXP,515453296.3,2,,
2019,UNICEF,EXP,1049752614.0,4,,
2019,UNICEF,EXP,899976335.2,6,,
2019,UNICEF,EXP,224882.96,9,,
2019,UNICEF,EXP,589667007.1,16,,
2019,IARC,EXP,48360015.63,3,,
2020,OPCW,EXP,88600299.39,9,9.5,9.5.1
2020,UNIDO,EXP,24444776.16,1,,
2020,UNIDO,EXP,16748403.58,2,,
2020,UNIDO,EXP,5836109.67,3,,
2020,UNIDO,EXP,636558.53,4,,
2020,UNIDO,EXP,10624799.0,5,,
2020,UNIDO,EXP,101492.03,6,,
2020,UNIDO,EXP,25109554.67,7,,
2020,UNIDO,EXP,1825834.1,8,,
2020,UNIDO,EXP,115233704.3,9,,
2020,UNIDO,EXP,339852.5,10,,
2020,UNIDO,EXP,306770.71,14,,
2020,UNIDO,EXP,11015937.93,17,,
2020,UNIDO,EXP,412445.72,16,,
2020,UNIDO,EXP,4666957.69,11,,
2020,UNIDO,EXP,12371069.37,12,,
2020,UNIDO,EXP,306771.59,15,,
2020,UNIDO,EXP,54568869.33,13,,
2020,UNICEF,EXP,332753704.4,1,,
2020,UNICEF,EXP,494756802.0,2,,
2020,UNICEF,EXP,1294458172.0,3,,
2020,UNICEF,EXP,1036807474.0,4,,
2020,UNICEF,EXP,8064734.41,5,,
2020,UNICEF,EXP,901172244.2,6,,
2020,UNICEF,EXP,674916.67,9,,
2020,UNICEF,EXP,27110254.16,10,,
2020,UNICEF,EXP,827080.71,13,,
2020,UNICEF,EXP,606504135.9,16,,
2020,UNICEF,EXP,1029617368.0,17,,
2020,IFAD,EXP,190620000.0,2,2.4,
2020,UNCDF,EXP,38411428.05,1,,
2020,UNCDF,EXP,1422622.18,11,,
2020,UNCDF,EXP,13209702.52,13,,
2020,UNCDF,EXP,8240598.58,17,,
2020,UNCDF,EXP,918016.08,2,,
2020,UNCDF,EXP,12988371.52,8,,
2020,UNCDF,EXP,2020214.22,5,,
2020,UNCDF,EXP,461289.01,6,,
2020,UNCDF,EXP,3997325.56,7,,
2020,UNDP,EXP,9292646.0,11,11.a,
2020,UNDP,EXP,15981889.0,11,11.b,
2020,UNDP,EXP,118974.0,11,11.c,
2020,UNDP,EXP,5689033.0,11,11.6,
2020,UNDP,EXP,157929.0,11,11.7,
2020,UNDP,EXP,522202244.0,1,1.4,
2020,UNDP,EXP,178507432.0,1,1.5,
2020,UNDP,EXP,0.0,2,2.b,
2020,UNDP,EXP,1153251.0,4,4.a,
2020,UNDP,EXP,3298931.0,3,3.9,
2020,UNDP,EXP,2373513.0,4,4.6,
2020,UNDP,EXP,4292087.0,4,4.7,
2020,UNDP,EXP,0.0,4,4.b,
2020,UNDP,EXP,11309211.0,4,4.c,
2020,UNDP,EXP,4726967.0,5,5.6,
2020,UNDP,EXP,739756.0,5,5.a,
2020,UNDP,EXP,2119925.0,8,8.4,
2020,UNDP,EXP,47230890.0,10,10.2,
2020,UNDP,EXP,4111636.0,10,10.4,
2020,UNDP,EXP,1384971.0,10,10.5,
2020,UNDP,EXP,0.0,10,10.6,
2020,UNDP,EXP,278115.0,9,9.2,
2020,UNDP,EXP,18571606.0,9,9.3,
2020,UNDP,EXP,52883180.0,9,9.4,
2020,UNDP,EXP,1739828.0,9,9.5,
2020,UNDP,EXP,0.0,9,9.a,
2020,UNDP,EXP,5046885.0,9,9.b,
2020,UNDP,EXP,415692.0,9,9.c,
2020,UNDP,EXP,20724327.0,10,10.1,
2020,UNDP,EXP,3785185.0,11,11.4,
2020,UNDP,EXP,37867725.0,11,11.5,
2020,UNDP,EXP,0.0,12,12.c,
2020,UNDP,EXP,9204602.0,15,15.5,
2020,UNDP,EXP,534424380.0,16,16.3,
2020,UNDP,EXP,709968.0,17,17.1,
2020,UNDP,EXP,4434.0,12,12.1,
2020,UNDP,EXP,78210493.0,1,1.3,
2020,UNDP,EXP,23913730.0,12,12.2,
2020,UNDP,EXP,59262906.0,1,1.a,
2020,UNDP,EXP,18795343.0,2,2.2,
2020,UNDP,EXP,8292313.0,2,2.3,
2020,UNDP,EXP,7815618.0,2,2.4,
2020,UNDP,EXP,0.0,2,2.5,
2020,UNDP,EXP,2895016.0,2,2.a,
2020,UNDP,EXP,288025.0,3,3.a,
2020,UNDP,EXP,73894200.0,1,1.1,
2020,UNDP,EXP,803169.0,2,2.c,
2020,UNDP,EXP,124524895.0,1,1.2,
2020,UNDP,EXP,18993220.0,2,2.1,
2020,UNDP,EXP,29651425.0,3,3.1,
2020,UNDP,EXP,13359573.0,1,1.b,
2020,UNDP,EXP,9100546.0,3,3.d,
2020,UNDP,EXP,5624914.0,6,6.1,
2020,UNDP,EXP,218816.0,6,6.6,
2020,UNDP,EXP,2038211.0,6,6.b,
2020,UNDP,EXP,7073264.0,7,7.a,
2020,UNDP,EXP,795529.0,12,12.3,
2020,UNDP,EXP,10137426.0,15,15.9,
2020,UNDP,EXP,171375616.0,16,16.7,
2020,UNDP,EXP,12237653.0,16,16.8,
2020,UNDP,EXP,313766.0,3,3.4,
2020,UNDP,EXP,1798905.0,3,3.6,
2020,UNDP,EXP,105903996.0,3,3.8,
2020,UNDP,EXP,39283797.0,3,3.2,
2020,UNDP,EXP,568604.0,3,3.7,
2020,UNDP,EXP,244689162.0,3,3.3,
2020,UNDP,EXP,585221.0,3,3.5,
2020,UNDP,EXP,2183201.0,5,5.4,
2020,UNDP,EXP,1018881.0,3,3.c,
2020,UNDP,EXP,1798234.0,4,4.2,
2020,UNDP,EXP,40015944.0,4,4.4,
2020,UNDP,EXP,2320116.0,4,4.5,
2020,UNDP,EXP,3840274.0,5,5.1,
2020,UNDP,EXP,18252753.0,5,5.2,
2020,UNDP,EXP,97.0,5,5.3,
2020,UNDP,EXP,14183376.0,3,3.b,
2020,UNDP,EXP,10532149.0,4,4.3,
2020,UNDP,EXP,1919374.0,6,6.2,
2020,UNDP,EXP,7501314.0,8,8.6,
2020,UNDP,EXP,1150742.0,12,12.b,
2020,UNDP,EXP,7385.0,14,14.3,
2020,UNDP,EXP,118305391.0,16,16.1,
2020,UNDP,EXP,58925366.0,16,16.5,
2020,UNDP,EXP,55068015.0,17,17.16,
2020,UNDP,EXP,34282793.0,17,17.18,
2020,UNDP,EXP,3791149.0,4,4.1,
2020,UNDP,EXP,39167608.0,5,5.5,
2020,UNDP,EXP,169548.0,5,5.b,
2020,UNDP,EXP,6267556.0,6,6.4,
2020,UNDP,EXP,2396382.0,5,5.c,
2020,UNDP,EXP,11617203.0,6,6.3,
2020,UNDP,EXP,1559736.0,6,6.5,
2020,UNDP,EXP,1024087.0,6,6.a,
2020,UNDP,EXP,9334496.0,7,7.3,
2020,UNDP,EXP,1669758.0,8,8.9,
2020,UNDP,EXP,16765472.0,8,8.1,
2020,UNDP,EXP,0.0,8,8.a,
2020,UNDP,EXP,236.0,8,8.b,
2020,UNDP,EXP,3972580.0,7,7.2,
2020,UNDP,EXP,708299.0,7,7.b,
2020,UNDP,EXP,7257650.0,8,8.2,
2020,UNDP,EXP,664855.0,8,8.1,
2020,UNDP,EXP,40854875.0,8,8.3,
2020,UNDP,EXP,58721.0,8,8.8,
2020,UNDP,EXP,6439532.0,10,10.3,
2020,UNDP,EXP,127665754.0,13,13.1,
2020,UNDP,EXP,145249802.0,13,13.2,
2020,UNDP,EXP,36663075.0,7,7.1,
2020,UNDP,EXP,15517793.0,8,8.5,
2020,UNDP,EXP,5181887.0,12,12.5,
2020,UNDP,EXP,1186840.0,12,12.6,
2020,UNDP,EXP,5248377.0,12,12.7,
2020,UNDP,EXP,1163251.0,12,12.8,
2020,UNDP,EXP,1316637.0,12,12.a,
2020,UNDP,EXP,116869.0,8,8.7,
2020,UNDP,EXP,4606544.0,9,9.1,
2020,UNDP,EXP,185323.0,10,10.7,
2020,UNDP,EXP,65131.0,10,10.a,
2020,UNDP,EXP,0.0,10,10.b,
2020,UNDP,EXP,0.0,10,10.c,
2020,UNDP,EXP,7796492.0,11,11.1,
2020,UNDP,EXP,3187467.0,11,11.2,
2020,UNDP,EXP,4206955.0,11,11.3,
2020,UNDP,EXP,21463032.0,14,14.5,
2020,UNDP,EXP,0.0,14,14.6,
2020,UNDP,EXP,1119577.0,14,14.7,
2020,UNDP,EXP,241929.0,14,14.a,
2020,UNDP,EXP,37236491.0,12,12.4,
2020,UNDP,EXP,4358863.0,15,15.a,
2020,UNDP,EXP,156028.0,16,16.2,
2020,UNDP,EXP,4984288.0,16,16.1,
2020,UNDP,EXP,0.0,17,17.5,
2020,UNDP,EXP,95737132.0,17,17.9,
2020,UNDP,EXP,15621353.0,13,13.3,
2020,UNDP,EXP,201077.0,13,13.a,
2020,UNDP,EXP,5346704.0,13,13.b,
2020,UNDP,EXP,876012.0,14,14.1,
2020,UNDP,EXP,6318312.0,14,14.2,
2020,UNDP,EXP,1979365.0,14,14.4,
2020,UNDP,EXP,389719.0,14,14.b,
2020,UNDP,EXP,332134.0,14,14.c,
2020,UNDP,EXP,68860263.0,15,15.1,
2020,UNDP,EXP,58482041.0,15,15.2,
2020,UNDP,EXP,4153861.0,15,15.3,
2020,UNDP,EXP,6300370.0,15,15.4,
2020,UNDP,EXP,6173915.0,15,15.6,
2020,UNDP,EXP,2087968.0,15,15.7,
2020,UNDP,EXP,0.0,15,15.8,
2020,UNDP,EXP,0.0,15,15.b,
2020,UNDP,EXP,479964.0,15,15.c,
2020,UNDP,EXP,1991052.0,16,16.4,
2020,UNDP,EXP,19544425.0,16,16.9,
2020,UNDP,EXP,298751131.0,16,16.6,
2020,UNDP,EXP,43910355.0,16,16.a,
2020,UNDP,EXP,414005.0,17,17.2,
2020,UNDP,EXP,6702356.0,16,16.b,
2020,UNDP,EXP,712792.0,17,17.3,
2020,UNDP,EXP,7563330.0,17,17.6,
2020,UNDP,EXP,1559061.0,17,17.4,
2020,UNDP,EXP,141751.0,17,17.8,
2020,UNDP,EXP,493635.0,17,17.1,
2020,UNDP,EXP,0.0,17,17.7,
2020,UNDP,EXP,20572709.0,17,17.17,
2020,UNDP,EXP,1600274.0,17,17.11,
2020,UNDP,EXP,0.0,17,17.12,
2020,UNDP,EXP,1402611.0,17,17.13,
2020,UNDP,EXP,8740613.0,17,17.14,
2020,UNDP,EXP,99051.0,17,17.15,
2020,UNDP,EXP,1249475.0,17,17.19,
2020,ICC,EXP,191354717.8,16,16.3,
2020,UNAIDS,EXP,0.0,1,,
2020,WHO,EXP,56503.0,3,3.d,
2020,WHO,EXP,962.0,3,3.d,
2020,WHO,EXP,33090327.0,3,3.d,
2020,WHO,EXP,4624773.0,5,5.1,
2020,WHO,EXP,2446307.0,3,9.5,
2020,WHO,EXP,91247935.0,3,3.d,
2020,WHO,EXP,1960162.0,3,3.d,
2020,WHO,EXP,220189.0,3,3.d,
2020,WHO,EXP,-129017.0,3,3.d,
2020,WHO,EXP,420773.0,3,3.d,
2020,WHO,EXP,10046875.0,3,3.d,
2020,WHO,EXP,1592471.0,3,3.d,
2020,WHO,EXP,9483645.0,3,3.d,
2020,WHO,EXP,92764332.0,17,17.18,
2020,WHO,EXP,221322.0,17,17.18,
2020,WHO,EXP,402251.0,2,2.1,
2020,WHO,EXP,91926.0,2,2.2,
2020,WHO,EXP,187047.0,2,2.2,
2020,WHO,EXP,19319198.0,3,3.3,
2020,WHO,EXP,36949.0,3,3.3,
2020,WHO,EXP,1009.0,3,3.3,
2020,WHO,EXP,13833.0,3,3.3,
2020,WHO,EXP,34743352.0,3,3.4,
2020,WHO,EXP,9314093.0,3,3.4,
2020,WHO,EXP,4095919.0,3,3.4,
2020,WHO,EXP,2839001.0,3,3.4,
2020,WHO,EXP,36949.0,3,3.4,
2020,WHO,EXP,99617.0,3,3.4,
2020,WHO,EXP,1786668.0,3,3.8,
2020,WHO,EXP,11081323.0,3,3.8,
2020,WHO,EXP,2129395.0,3,3.8,
2020,WHO,EXP,6101506.0,3,3.8,
2020,WHO,EXP,4742618.0,3,3.8,
2020,WHO,EXP,106981.0,3,3.8,
2020,WHO,EXP,26307.0,3,3.8,
2020,WHO,EXP,431620.0,3,3.8,
2020,WHO,EXP,540344.0,3,3.8,
2020,WHO,EXP,8769.0,3,3.9,
2020,WHO,EXP,193406.0,3,3.9,
2020,WHO,EXP,10882754.0,3,3.a,
2020,WHO,EXP,31944242.0,3,3.b,
2020,WHO,EXP,8526370.0,3,3.b,
2020,WHO,EXP,17924.0,3,3.c,
2020,WHO,EXP,17098167.0,3,3.d,
2020,WHO,EXP,86995725.0,3,3.d,
2020,WHO,EXP,806169.0,3,3.d,
2020,WHO,EXP,-90021.0,3,3.d,
2020,WHO,EXP,907390.0,3,3.d,
2020,WHO,EXP,817787.0,3,3.d,
2020,WHO,EXP,643797.0,3,3.d,
2020,WHO,EXP,1779580.0,3,3.d,
2020,WHO,EXP,-525352.0,3,3.d,
2020,WHO,EXP,74103975.0,3,3.d,
2020,WHO,EXP,130456557.0,3,3.d,
2020,WHO,EXP,1437157494.0,3,3.d,
2020,WHO,EXP,734289.0,3,3.d,
2020,WHO,EXP,449732.0,3,3.d,
2020,WHO,EXP,1925.0,2,2.2,
2020,WHO,EXP,9114938.0,3,3.2,
2020,WHO,EXP,357511.0,3,3.d,
2020,WHO,EXP,1105637.0,3,3.d,
2020,WHO,EXP,404089.0,10,10.2,
2020,WHO,EXP,5185.0,9,9.5,
2020,WHO,EXP,644120.0,17,17.16,
2020,WHO,EXP,1708154.0,17,17.16,
2020,WHO,EXP,5306437.0,3,3.2,
2020,WHO,EXP,238278446.0,3,3.3,
2020,WHO,EXP,7824696.0,3,3.3,
2020,WHO,EXP,14100553.0,3,3.7,
2020,WHO,EXP,19491598.0,3,3.c,
2020,WHO,EXP,6633047.0,2,2.2,
2020,WHO,EXP,7097333.0,2,2.2,
2020,WHO,EXP,440378.0,2,2.2,
2020,WHO,EXP,618.0,2,2.2,
2020,WHO,EXP,69164.0,2,2.2,
2020,WHO,EXP,52055042.0,3,3.2,
2020,WHO,EXP,136485.0,3,3.2,
2020,WHO,EXP,1939516.0,3,3.2,
2020,WHO,EXP,8292619.0,3,3.2,
2020,WHO,EXP,55331.0,3,3.2,
2020,WHO,EXP,639741.0,3,3.3,
2020,WHO,EXP,17538.0,3,3.3,
2020,WHO,EXP,96588665.0,3,3.8,
2020,WHO,EXP,447962.0,3,3.3,
2020,WHO,EXP,1326609.0,3,3.3,
2020,WHO,EXP,1216848.0,3,3.3,
2020,WHO,EXP,4095919.0,3,3.3,
2020,WHO,EXP,428846576.0,3,3.3,
2020,WHO,EXP,12096305.0,3,3.3,
2020,WHO,EXP,1897231.0,3,3.3,
2020,WHO,EXP,3920323.0,3,3.5,
2020,WHO,EXP,385371.0,3,3.3,
2020,WHO,EXP,51954620.0,3,3.4,
2020,WHO,EXP,461338.0,3,3.4,
2020,WHO,EXP,2091188.0,3,3.4,
2020,WHO,EXP,379065.0,3,3.4,
2020,WHO,EXP,8010340.0,3,3.4,
2020,WHO,EXP,896270.0,3,3.4,
2020,WHO,EXP,628967.0,3,3.4,
2020,WHO,EXP,113006.0,3,3.5,
2020,WHO,EXP,39941428.0,3,3.7,
2020,WHO,EXP,215783.0,3,3.7,
2020,WHO,EXP,164852371.0,3,3.8,
2020,WHO,EXP,26954860.0,3,3.8,
2020,WHO,EXP,57972251.0,3,3.8,
2020,WHO,EXP,2653219.0,3,3.6,
2020,WHO,EXP,66679.0,3,3.8,
2020,WHO,EXP,21318.0,3,3.c,
2020,WHO,EXP,27666.0,3,3.6,
2020,WHO,EXP,61753.0,3,3.8,
2020,WHO,EXP,9305887.0,3,3.8,
2020,WHO,EXP,3697149.0,3,3.8,
2020,WHO,EXP,1589456.0,3,3.8,
2020,WHO,EXP,6445323.0,3,3.8,
2020,WHO,EXP,17732384.0,3,3.b,
2020,WHO,EXP,49444953.0,3,3.d,
2020,WHO,EXP,438448.0,3,3.8,
2020,WHO,EXP,28571316.0,3,3.9,
2020,WHO,EXP,608424.0,3,3.9,
2020,WHO,EXP,3873155.0,3,3.9,
2020,WHO,EXP,1943226.0,3,3.9,
2020,WHO,EXP,383739.0,3,3.9,
2020,WHO,EXP,778446.0,3,3.b,
2020,WHO,EXP,3564628.0,3,3.c,
2020,UNITAID,EXP,257250000.0,3,3.3,
2020,UNWOMEN,EXP,10300231.64,1,,
2020,UNWOMEN,EXP,5762348.97,3,,
2020,UNWOMEN,EXP,69393287.98,16,,
2020,UNWOMEN,EXP,3628994.78,17,,
2020,UNWOMEN,EXP,6019165.75,4,,
2020,UNWOMEN,EXP,309063677.8,5,,
2020,UNWOMEN,EXP,19681440.24,8,,
2020,UNWOMEN,EXP,8271271.01,11,,
2020,UNWOMEN,EXP,7389581.8,13,,
2020,UNFCCC,EXP,73229083.0,13,,
2020,UNHCR,BUD,112189757.0,8,,
2020,UNHCR,BUD,121376225.5,10,,
2020,UNHCR,BUD,435251736.0,11,,
